id,acousticness,analysis_url,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
5KG54kWnfzP8oT22vLJC3d,0.028,https://api.spotify.com/v1/audio-analysis/5KG54kWnfzP8oT22vLJC3d,0.426,288956,0.913,0.545,4,0.316,-6.059,0,0.0526,175.009,4,https://api.spotify.com/v1/tracks/5KG54kWnfzP8oT22vLJC3d,audio_features,spotify:track:5KG54kWnfzP8oT22vLJC3d,0.17
1a9e7RRXwdS2Ks7Lp2gtwS,0.000525,https://api.spotify.com/v1/audio-analysis/1a9e7RRXwdS2Ks7Lp2gtwS,0.498,331578,0.979,0.752,3,0.321,-4.052,0,0.0885,174.068,4,https://api.spotify.com/v1/tracks/1a9e7RRXwdS2Ks7Lp2gtwS,audio_features,spotify:track:1a9e7RRXwdS2Ks7Lp2gtwS,0.238
4RgJa8xTLuC3altJtoSj5x,0.00131,https://api.spotify.com/v1/audio-analysis/4RgJa8xTLuC3altJtoSj5x,0.511,207474,0.738,0.0,9,0.058,-4.325,0,0.0395,136.11,4,https://api.spotify.com/v1/tracks/4RgJa8xTLuC3altJtoSj5x,audio_features,spotify:track:4RgJa8xTLuC3altJtoSj5x,0.415
13K6MvYbv9ANqfGmql7m9N,0.00594,https://api.spotify.com/v1/audio-analysis/13K6MvYbv9ANqfGmql7m9N,0.541,315790,0.748,0.787,4,0.0539,-6.656,0,0.0377,174.028,4,https://api.spotify.com/v1/tracks/13K6MvYbv9ANqfGmql7m9N,audio_features,spotify:track:13K6MvYbv9ANqfGmql7m9N,0.194
4qW3n3tp1MPQ2sxxamy9Xx,0.0143,https://api.spotify.com/v1/audio-analysis/4qW3n3tp1MPQ2sxxamy9Xx,0.623,403413,0.964,0.07,11,0.111,-2.811,0,0.365,87.507,4,https://api.spotify.com/v1/tracks/4qW3n3tp1MPQ2sxxamy9Xx,audio_features,spotify:track:4qW3n3tp1MPQ2sxxamy9Xx,0.328
2nPZBHTAqV2NeD0gTHIVBX,0.00021,https://api.spotify.com/v1/audio-analysis/2nPZBHTAqV2NeD0gTHIVBX,0.455,296897,0.96,0.788,6,0.114,-3.711,1,0.0385,173.993,4,https://api.spotify.com/v1/tracks/2nPZBHTAqV2NeD0gTHIVBX,audio_features,spotify:track:2nPZBHTAqV2NeD0gTHIVBX,0.454
1ThLDNJT8QUsbMEH48Vye5,0.00016,https://api.spotify.com/v1/audio-analysis/1ThLDNJT8QUsbMEH48Vye5,0.511,354516,0.981,0.886,10,0.0983,-1.473,0,0.0565,175.031,4,https://api.spotify.com/v1/tracks/1ThLDNJT8QUsbMEH48Vye5,audio_features,spotify:track:1ThLDNJT8QUsbMEH48Vye5,0.255
0TIPalHxtgU5AvaIC1p3zk,0.00033,https://api.spotify.com/v1/audio-analysis/0TIPalHxtgU5AvaIC1p3zk,0.514,276041,0.842,0.0793,1,0.173,-4.132,1,0.0388,175.055,4,https://api.spotify.com/v1/tracks/0TIPalHxtgU5AvaIC1p3zk,audio_features,spotify:track:0TIPalHxtgU5AvaIC1p3zk,0.11
7x3NixBTPGcsX2U6ItXB6K,0.000545,https://api.spotify.com/v1/audio-analysis/7x3NixBTPGcsX2U6ItXB6K,0.569,318513,0.885,0.57,11,0.545,-4.54,0,0.0445,173.998,4,https://api.spotify.com/v1/tracks/7x3NixBTPGcsX2U6ItXB6K,audio_features,spotify:track:7x3NixBTPGcsX2U6ItXB6K,0.237
31WUB9gHjcbsS5dksnnTyK,0.0233,https://api.spotify.com/v1/audio-analysis/31WUB9gHjcbsS5dksnnTyK,0.671,298293,0.949,0.0337,8,0.076,-7.276,0,0.216,149.983,4,https://api.spotify.com/v1/tracks/31WUB9gHjcbsS5dksnnTyK,audio_features,spotify:track:31WUB9gHjcbsS5dksnnTyK,0.285
3A4kyWfQUMDbxxIo5JiIJo,0.0443,https://api.spotify.com/v1/audio-analysis/3A4kyWfQUMDbxxIo5JiIJo,0.506,254149,0.945,0.837,0,0.39,-3.611,1,0.0549,174.172,4,https://api.spotify.com/v1/tracks/3A4kyWfQUMDbxxIo5JiIJo,audio_features,spotify:track:3A4kyWfQUMDbxxIo5JiIJo,0.131
0wfplXvoyb8vY4MjFw0pDz,0.0212,https://api.spotify.com/v1/audio-analysis/0wfplXvoyb8vY4MjFw0pDz,0.51,258028,0.7,0.0234,1,0.1,-6.156,1,0.0392,173.972,4,https://api.spotify.com/v1/tracks/0wfplXvoyb8vY4MjFw0pDz,audio_features,spotify:track:0wfplXvoyb8vY4MjFw0pDz,0.188
1wy2BNVDSVfgYZAlqb9tKG,0.000185,https://api.spotify.com/v1/audio-analysis/1wy2BNVDSVfgYZAlqb9tKG,0.663,306680,0.998,0.282,11,0.39,-0.299,0,0.204,84.985,4,https://api.spotify.com/v1/tracks/1wy2BNVDSVfgYZAlqb9tKG,audio_features,spotify:track:1wy2BNVDSVfgYZAlqb9tKG,0.253
4lxM2sA1WNjBpxmtxYNHmq,6.43e-05,https://api.spotify.com/v1/audio-analysis/4lxM2sA1WNjBpxmtxYNHmq,0.394,297941,0.996,0.868,7,0.174,-4.963,1,0.188,173.995,4,https://api.spotify.com/v1/tracks/4lxM2sA1WNjBpxmtxYNHmq,audio_features,spotify:track:4lxM2sA1WNjBpxmtxYNHmq,0.0697
2nz3sWiSgRdKg9mTSxjnKI,8.08e-05,https://api.spotify.com/v1/audio-analysis/2nz3sWiSgRdKg9mTSxjnKI,0.457,261186,0.991,0.0282,1,0.127,-2.803,1,0.111,173.978,4,https://api.spotify.com/v1/tracks/2nz3sWiSgRdKg9mTSxjnKI,audio_features,spotify:track:2nz3sWiSgRdKg9mTSxjnKI,0.506
6Nsbu2QgT2RR5Q1RZTOkfs,0.00569,https://api.spotify.com/v1/audio-analysis/6Nsbu2QgT2RR5Q1RZTOkfs,0.477,269883,0.849,0.902,9,0.207,-5.621,0,0.0373,175.019,4,https://api.spotify.com/v1/tracks/6Nsbu2QgT2RR5Q1RZTOkfs,audio_features,spotify:track:6Nsbu2QgT2RR5Q1RZTOkfs,0.0634
2awPsInnHqeHF08cJQiQzB,0.000278,https://api.spotify.com/v1/audio-analysis/2awPsInnHqeHF08cJQiQzB,0.635,268699,0.908,0.123,1,0.0516,-4.289,1,0.0525,175.022,4,https://api.spotify.com/v1/tracks/2awPsInnHqeHF08cJQiQzB,audio_features,spotify:track:2awPsInnHqeHF08cJQiQzB,0.643
3et6m2XCVK7n4mpDaSbuUP,0.0127,https://api.spotify.com/v1/audio-analysis/3et6m2XCVK7n4mpDaSbuUP,0.471,274200,0.781,0.000668,2,0.0775,-5.68,1,0.0492,175.05,4,https://api.spotify.com/v1/tracks/3et6m2XCVK7n4mpDaSbuUP,audio_features,spotify:track:3et6m2XCVK7n4mpDaSbuUP,0.255
6al51bAQ76QHZD40uhY2Xu,0.0107,https://api.spotify.com/v1/audio-analysis/6al51bAQ76QHZD40uhY2Xu,0.694,392185,0.84,0.783,9,0.0788,-6.375,0,0.0919,170.011,4,https://api.spotify.com/v1/tracks/6al51bAQ76QHZD40uhY2Xu,audio_features,spotify:track:6al51bAQ76QHZD40uhY2Xu,0.688
5RgsBjU2aCCKQJG0JjtwTZ,0.0843,https://api.spotify.com/v1/audio-analysis/5RgsBjU2aCCKQJG0JjtwTZ,0.671,204308,0.8,0.0,0,0.15,-2.769,1,0.0882,127.961,4,https://api.spotify.com/v1/tracks/5RgsBjU2aCCKQJG0JjtwTZ,audio_features,spotify:track:5RgsBjU2aCCKQJG0JjtwTZ,0.809
6xiczjkT4ppXRCcsvCqgNg,0.0261,https://api.spotify.com/v1/audio-analysis/6xiczjkT4ppXRCcsvCqgNg,0.608,335390,0.796,0.93,0,0.144,-3.23,1,0.16,171.99,4,https://api.spotify.com/v1/tracks/6xiczjkT4ppXRCcsvCqgNg,audio_features,spotify:track:6xiczjkT4ppXRCcsvCqgNg,0.0855
4ahk022vrjSsyoMXWHSxgQ,0.0533,https://api.spotify.com/v1/audio-analysis/4ahk022vrjSsyoMXWHSxgQ,0.63,236493,0.728,0.0785,5,0.39,-8.667,1,0.0451,139.983,4,https://api.spotify.com/v1/tracks/4ahk022vrjSsyoMXWHSxgQ,audio_features,spotify:track:4ahk022vrjSsyoMXWHSxgQ,0.175
75Ik1zcZSvXSVCFHPwQr4E,4.45e-05,https://api.spotify.com/v1/audio-analysis/75Ik1zcZSvXSVCFHPwQr4E,0.443,276587,0.945,0.53,1,0.354,-4.495,1,0.0518,174.006,4,https://api.spotify.com/v1/tracks/75Ik1zcZSvXSVCFHPwQr4E,audio_features,spotify:track:75Ik1zcZSvXSVCFHPwQr4E,0.282
29dioTXrYVzaSH6WHcmydX,0.00679,https://api.spotify.com/v1/audio-analysis/29dioTXrYVzaSH6WHcmydX,0.56,350040,0.871,0.55,5,0.12,-4.322,0,0.0442,86.004,4,https://api.spotify.com/v1/tracks/29dioTXrYVzaSH6WHcmydX,audio_features,spotify:track:29dioTXrYVzaSH6WHcmydX,0.494
3U5aILXwgt4VrTr1ta1AAm,0.00217,https://api.spotify.com/v1/audio-analysis/3U5aILXwgt4VrTr1ta1AAm,0.497,280308,0.727,0.0428,6,0.124,-3.796,0,0.0412,73.978,4,https://api.spotify.com/v1/tracks/3U5aILXwgt4VrTr1ta1AAm,audio_features,spotify:track:3U5aILXwgt4VrTr1ta1AAm,0.191
03EuhmMsEHVFI9ytainStU,0.000672,https://api.spotify.com/v1/audio-analysis/03EuhmMsEHVFI9ytainStU,0.513,303911,0.775,0.248,0,0.409,-7.202,0,0.0304,139.932,4,https://api.spotify.com/v1/tracks/03EuhmMsEHVFI9ytainStU,audio_features,spotify:track:03EuhmMsEHVFI9ytainStU,0.205
44k0tzWL7Ct92IKwwtncnE,0.00546,https://api.spotify.com/v1/audio-analysis/44k0tzWL7Ct92IKwwtncnE,0.578,285087,0.997,0.659,11,0.201,-1.75,0,0.208,174.927,4,https://api.spotify.com/v1/tracks/44k0tzWL7Ct92IKwwtncnE,audio_features,spotify:track:44k0tzWL7Ct92IKwwtncnE,0.313
79AAnyxNAlnMQ9mWRO4ILD,0.0153,https://api.spotify.com/v1/audio-analysis/79AAnyxNAlnMQ9mWRO4ILD,0.373,217759,0.875,0.00428,0,0.0989,-1.636,1,0.0406,115.997,5,https://api.spotify.com/v1/tracks/79AAnyxNAlnMQ9mWRO4ILD,audio_features,spotify:track:79AAnyxNAlnMQ9mWRO4ILD,0.168
7GZPz0d1Ti5PfrvtC5uqaK,0.000264,https://api.spotify.com/v1/audio-analysis/7GZPz0d1Ti5PfrvtC5uqaK,0.363,378462,0.815,0.447,1,0.113,-4.729,0,0.04,173.936,4,https://api.spotify.com/v1/tracks/7GZPz0d1Ti5PfrvtC5uqaK,audio_features,spotify:track:7GZPz0d1Ti5PfrvtC5uqaK,0.135
3IOGAOqhGeaEzGMkmuhTf3,0.0324,https://api.spotify.com/v1/audio-analysis/3IOGAOqhGeaEzGMkmuhTf3,0.619,354333,0.923,0.87,11,0.0687,-5.607,1,0.0955,159.831,4,https://api.spotify.com/v1/tracks/3IOGAOqhGeaEzGMkmuhTf3,audio_features,spotify:track:3IOGAOqhGeaEzGMkmuhTf3,0.366
7jj3WOz7xCL93T90Ha3deG,0.000815,https://api.spotify.com/v1/audio-analysis/7jj3WOz7xCL93T90Ha3deG,0.353,338000,0.916,0.764,1,0.233,-3.657,0,0.0446,175.232,4,https://api.spotify.com/v1/tracks/7jj3WOz7xCL93T90Ha3deG,audio_features,spotify:track:7jj3WOz7xCL93T90Ha3deG,0.146
2Mbuqx8pMpWrOIbhdW9WMT,0.000248,https://api.spotify.com/v1/audio-analysis/2Mbuqx8pMpWrOIbhdW9WMT,0.437,318640,0.874,0.387,9,0.0878,-4.807,0,0.035,174.02,4,https://api.spotify.com/v1/tracks/2Mbuqx8pMpWrOIbhdW9WMT,audio_features,spotify:track:2Mbuqx8pMpWrOIbhdW9WMT,0.319
1ihU3DkQIl9nvFkltebQAT,0.000159,https://api.spotify.com/v1/audio-analysis/1ihU3DkQIl9nvFkltebQAT,0.676,385083,0.734,0.876,8,0.0642,-6.279,0,0.0681,170.001,4,https://api.spotify.com/v1/tracks/1ihU3DkQIl9nvFkltebQAT,audio_features,spotify:track:1ihU3DkQIl9nvFkltebQAT,0.704
42PZRwKoxTZHFTz1A1im3R,0.000647,https://api.spotify.com/v1/audio-analysis/42PZRwKoxTZHFTz1A1im3R,0.434,266707,0.974,0.0223,7,0.501,-1.469,1,0.223,174.012,4,https://api.spotify.com/v1/tracks/42PZRwKoxTZHFTz1A1im3R,audio_features,spotify:track:42PZRwKoxTZHFTz1A1im3R,0.545
6BB1uAqSPj1UtGqzJeoAge,0.000288,https://api.spotify.com/v1/audio-analysis/6BB1uAqSPj1UtGqzJeoAge,0.376,168662,0.979,0.00302,10,0.737,-1.863,0,0.149,175.081,4,https://api.spotify.com/v1/tracks/6BB1uAqSPj1UtGqzJeoAge,audio_features,spotify:track:6BB1uAqSPj1UtGqzJeoAge,0.244
4lmPg0C3GRq83kr3Vg4fMI,0.00613,https://api.spotify.com/v1/audio-analysis/4lmPg0C3GRq83kr3Vg4fMI,0.543,314657,0.927,0.85,2,0.681,-5.021,1,0.0681,174.004,4,https://api.spotify.com/v1/tracks/4lmPg0C3GRq83kr3Vg4fMI,audio_features,spotify:track:4lmPg0C3GRq83kr3Vg4fMI,0.288
1BV7y4aoPBDeKmUQykCsDv,0.000644,https://api.spotify.com/v1/audio-analysis/1BV7y4aoPBDeKmUQykCsDv,0.51,344627,0.944,0.765,2,0.103,-2.682,1,0.137,88.006,4,https://api.spotify.com/v1/tracks/1BV7y4aoPBDeKmUQykCsDv,audio_features,spotify:track:1BV7y4aoPBDeKmUQykCsDv,0.0396
048AbE9LVZn2qc4mKxoEO9,0.175,https://api.spotify.com/v1/audio-analysis/048AbE9LVZn2qc4mKxoEO9,0.384,295520,0.7,0.0,1,0.162,-2.676,1,0.0386,86.523,4,https://api.spotify.com/v1/tracks/048AbE9LVZn2qc4mKxoEO9,audio_features,spotify:track:048AbE9LVZn2qc4mKxoEO9,0.182
4auZNB5ltMzhEtkbLVY291,0.0017,https://api.spotify.com/v1/audio-analysis/4auZNB5ltMzhEtkbLVY291,0.438,314655,0.948,0.755,8,0.204,-4.13,1,0.0431,173.996,4,https://api.spotify.com/v1/tracks/4auZNB5ltMzhEtkbLVY291,audio_features,spotify:track:4auZNB5ltMzhEtkbLVY291,0.381
7ArLOpkMN0wk9fzwfUj314,0.0002,https://api.spotify.com/v1/audio-analysis/7ArLOpkMN0wk9fzwfUj314,0.204,329143,0.964,0.93,3,0.123,-2.134,0,0.0858,175.004,4,https://api.spotify.com/v1/tracks/7ArLOpkMN0wk9fzwfUj314,audio_features,spotify:track:7ArLOpkMN0wk9fzwfUj314,0.401
75yJ68xM99aeY9ZJ9sd9iA,0.000312,https://api.spotify.com/v1/audio-analysis/75yJ68xM99aeY9ZJ9sd9iA,0.485,362053,0.888,0.535,5,0.122,-5.286,0,0.0762,175.073,4,https://api.spotify.com/v1/tracks/75yJ68xM99aeY9ZJ9sd9iA,audio_features,spotify:track:75yJ68xM99aeY9ZJ9sd9iA,0.0375
3nM2j6bQ8RZVgkv4zxBRVn,0.000373,https://api.spotify.com/v1/audio-analysis/3nM2j6bQ8RZVgkv4zxBRVn,0.348,384025,0.902,0.548,10,0.879,-5.291,0,0.054,174.989,4,https://api.spotify.com/v1/tracks/3nM2j6bQ8RZVgkv4zxBRVn,audio_features,spotify:track:3nM2j6bQ8RZVgkv4zxBRVn,0.11
0Z99qIN6Vur4XDCI6ez7A2,0.00513,https://api.spotify.com/v1/audio-analysis/0Z99qIN6Vur4XDCI6ez7A2,0.397,296145,0.865,0.000438,5,0.56,-3.498,0,0.0428,173.954,4,https://api.spotify.com/v1/tracks/0Z99qIN6Vur4XDCI6ez7A2,audio_features,spotify:track:0Z99qIN6Vur4XDCI6ez7A2,0.247
4wMMiSEzBgqpkTX4XyTNOU,0.00226,https://api.spotify.com/v1/audio-analysis/4wMMiSEzBgqpkTX4XyTNOU,0.464,206891,0.903,0.0336,9,0.111,-4.072,1,0.0527,174.082,4,https://api.spotify.com/v1/tracks/4wMMiSEzBgqpkTX4XyTNOU,audio_features,spotify:track:4wMMiSEzBgqpkTX4XyTNOU,0.461
2fBzt7a2PeIUkqZ6Hb3Udp,0.000491,https://api.spotify.com/v1/audio-analysis/2fBzt7a2PeIUkqZ6Hb3Udp,0.59,319427,0.941,0.00539,5,0.168,-2.959,1,0.0472,86.999,4,https://api.spotify.com/v1/tracks/2fBzt7a2PeIUkqZ6Hb3Udp,audio_features,spotify:track:2fBzt7a2PeIUkqZ6Hb3Udp,0.439
55TVHFjh5ZaAt8dOZaecZo,0.0142,https://api.spotify.com/v1/audio-analysis/55TVHFjh5ZaAt8dOZaecZo,0.637,339884,0.901,0.847,6,0.0412,-7.551,0,0.0663,172.977,4,https://api.spotify.com/v1/tracks/55TVHFjh5ZaAt8dOZaecZo,audio_features,spotify:track:55TVHFjh5ZaAt8dOZaecZo,0.219
5LrE92ypQTdgsGouP1Y0Os,0.000323,https://api.spotify.com/v1/audio-analysis/5LrE92ypQTdgsGouP1Y0Os,0.402,341496,0.968,0.79,5,0.0983,-1.14,1,0.0519,172.986,4,https://api.spotify.com/v1/tracks/5LrE92ypQTdgsGouP1Y0Os,audio_features,spotify:track:5LrE92ypQTdgsGouP1Y0Os,0.151
1idtOXkLOqAuKEGG6Ep9ZZ,0.026,https://api.spotify.com/v1/audio-analysis/1idtOXkLOqAuKEGG6Ep9ZZ,0.738,247360,0.701,0.926,8,0.0924,-1.515,1,0.0749,172.033,4,https://api.spotify.com/v1/tracks/1idtOXkLOqAuKEGG6Ep9ZZ,audio_features,spotify:track:1idtOXkLOqAuKEGG6Ep9ZZ,0.124
6AbVJjzv7thIvmMCuhZrmK,0.00119,https://api.spotify.com/v1/audio-analysis/6AbVJjzv7thIvmMCuhZrmK,0.556,213697,0.881,0.0,7,0.0709,-2.224,1,0.082,104.973,1,https://api.spotify.com/v1/tracks/6AbVJjzv7thIvmMCuhZrmK,audio_features,spotify:track:6AbVJjzv7thIvmMCuhZrmK,0.337
5ruWnyGX0r6v8b2JisDHDo,0.000966,https://api.spotify.com/v1/audio-analysis/5ruWnyGX0r6v8b2JisDHDo,0.486,252560,0.927,0.0373,0,0.136,-4.798,1,0.0486,115.62,3,https://api.spotify.com/v1/tracks/5ruWnyGX0r6v8b2JisDHDo,audio_features,spotify:track:5ruWnyGX0r6v8b2JisDHDo,0.104
6c1hFCCh7JtC84gKIYzPb7,0.000189,https://api.spotify.com/v1/audio-analysis/6c1hFCCh7JtC84gKIYzPb7,0.598,301395,0.892,0.775,11,0.302,-4.232,0,0.0943,172.027,4,https://api.spotify.com/v1/tracks/6c1hFCCh7JtC84gKIYzPb7,audio_features,spotify:track:6c1hFCCh7JtC84gKIYzPb7,0.202
5Qjt6zwxuk708FpK9TKp6K,0.000123,https://api.spotify.com/v1/audio-analysis/5Qjt6zwxuk708FpK9TKp6K,0.43,293600,0.849,0.0499,4,0.152,-4.12,1,0.0359,175.008,4,https://api.spotify.com/v1/tracks/5Qjt6zwxuk708FpK9TKp6K,audio_features,spotify:track:5Qjt6zwxuk708FpK9TKp6K,0.386
1cSNuvV33332rYEx8L9rqJ,0.0958,https://api.spotify.com/v1/audio-analysis/1cSNuvV33332rYEx8L9rqJ,0.439,358250,0.878,0.748,9,0.0528,-7.493,0,0.0393,174.99,4,https://api.spotify.com/v1/tracks/1cSNuvV33332rYEx8L9rqJ,audio_features,spotify:track:1cSNuvV33332rYEx8L9rqJ,0.0394
5hheOgQjyTvUilRgBj6Wru,0.0336,https://api.spotify.com/v1/audio-analysis/5hheOgQjyTvUilRgBj6Wru,0.458,349044,0.922,0.00345,11,0.293,-2.974,0,0.0549,173.045,4,https://api.spotify.com/v1/tracks/5hheOgQjyTvUilRgBj6Wru,audio_features,spotify:track:5hheOgQjyTvUilRgBj6Wru,0.141
0fhUcLbuphj1aeI4p4gjgx,0.00112,https://api.spotify.com/v1/audio-analysis/0fhUcLbuphj1aeI4p4gjgx,0.799,292347,0.788,0.000182,9,0.0846,-4.921,0,0.101,88.662,4,https://api.spotify.com/v1/tracks/0fhUcLbuphj1aeI4p4gjgx,audio_features,spotify:track:0fhUcLbuphj1aeI4p4gjgx,0.855
0gMm0sOHBn8Sl51MXH7fg9,0.000359,https://api.spotify.com/v1/audio-analysis/0gMm0sOHBn8Sl51MXH7fg9,0.56,271543,0.896,0.0441,1,0.354,-4.736,1,0.0466,175.074,4,https://api.spotify.com/v1/tracks/0gMm0sOHBn8Sl51MXH7fg9,audio_features,spotify:track:0gMm0sOHBn8Sl51MXH7fg9,0.611
5pwMhVueICZLGP1k7ZzxGi,0.000354,https://api.spotify.com/v1/audio-analysis/5pwMhVueICZLGP1k7ZzxGi,0.442,342933,0.856,0.551,9,0.102,-4.461,0,0.0314,173.021,4,https://api.spotify.com/v1/tracks/5pwMhVueICZLGP1k7ZzxGi,audio_features,spotify:track:5pwMhVueICZLGP1k7ZzxGi,0.296
6y1eETnpFuu4UH8JVhzrgy,0.827,https://api.spotify.com/v1/audio-analysis/6y1eETnpFuu4UH8JVhzrgy,0.486,48553,0.866,0.0,1,0.942,-5.324,1,0.499,173.069,4,https://api.spotify.com/v1/tracks/6y1eETnpFuu4UH8JVhzrgy,audio_features,spotify:track:6y1eETnpFuu4UH8JVhzrgy,0.769
3k45bXIbPCNNagsd03wP7K,4.48e-05,https://api.spotify.com/v1/audio-analysis/3k45bXIbPCNNagsd03wP7K,0.563,401693,0.932,0.343,10,0.0296,-3.511,0,0.0589,175.004,4,https://api.spotify.com/v1/tracks/3k45bXIbPCNNagsd03wP7K,audio_features,spotify:track:3k45bXIbPCNNagsd03wP7K,0.385
602avAJ0uHc0mSXlRhv0L5,2.51e-05,https://api.spotify.com/v1/audio-analysis/602avAJ0uHc0mSXlRhv0L5,0.209,309947,0.944,0.564,1,0.179,-5.536,1,0.0593,174.03,4,https://api.spotify.com/v1/tracks/602avAJ0uHc0mSXlRhv0L5,audio_features,spotify:track:602avAJ0uHc0mSXlRhv0L5,0.352
6QUZBQ4Np2HMkRhs3pmF5U,0.000198,https://api.spotify.com/v1/audio-analysis/6QUZBQ4Np2HMkRhs3pmF5U,0.417,311544,0.933,0.566,8,0.223,-2.701,0,0.0479,174.022,4,https://api.spotify.com/v1/tracks/6QUZBQ4Np2HMkRhs3pmF5U,audio_features,spotify:track:6QUZBQ4Np2HMkRhs3pmF5U,0.157
2tk5wBN5bQcHlCQ2xubzyX,0.00464,https://api.spotify.com/v1/audio-analysis/2tk5wBN5bQcHlCQ2xubzyX,0.609,340118,0.772,0.88,11,0.199,-3.366,0,0.0512,174.975,4,https://api.spotify.com/v1/tracks/2tk5wBN5bQcHlCQ2xubzyX,audio_features,spotify:track:2tk5wBN5bQcHlCQ2xubzyX,0.0362
6ViRWis6eqZL9eDIH6dRSu,0.00037,https://api.spotify.com/v1/audio-analysis/6ViRWis6eqZL9eDIH6dRSu,0.459,340578,0.917,0.868,1,0.0691,-6.486,0,0.0406,173.005,4,https://api.spotify.com/v1/tracks/6ViRWis6eqZL9eDIH6dRSu,audio_features,spotify:track:6ViRWis6eqZL9eDIH6dRSu,0.483
4n3uN2tCNDQaE3SUuF5Hjv,0.0005,https://api.spotify.com/v1/audio-analysis/4n3uN2tCNDQaE3SUuF5Hjv,0.585,360000,0.879,0.89,6,0.104,-4.294,0,0.0524,175.946,4,https://api.spotify.com/v1/tracks/4n3uN2tCNDQaE3SUuF5Hjv,audio_features,spotify:track:4n3uN2tCNDQaE3SUuF5Hjv,0.797
6TaAiBVm5ppjCLDbiXx8bg,0.00634,https://api.spotify.com/v1/audio-analysis/6TaAiBVm5ppjCLDbiXx8bg,0.458,253793,0.947,0.63,3,0.431,-2.65,0,0.0626,174.03,4,https://api.spotify.com/v1/tracks/6TaAiBVm5ppjCLDbiXx8bg,audio_features,spotify:track:6TaAiBVm5ppjCLDbiXx8bg,0.22
4Z763pIfBc1ozgswXHWbox,0.327,https://api.spotify.com/v1/audio-analysis/4Z763pIfBc1ozgswXHWbox,0.297,266587,0.953,0.319,2,0.391,-3.698,0,0.167,174.95,3,https://api.spotify.com/v1/tracks/4Z763pIfBc1ozgswXHWbox,audio_features,spotify:track:4Z763pIfBc1ozgswXHWbox,0.208
578owUVOiIoVPGdwBwQRiP,0.00663,https://api.spotify.com/v1/audio-analysis/578owUVOiIoVPGdwBwQRiP,0.551,428947,0.963,0.923,8,0.0891,-5.527,1,0.0466,172.049,4,https://api.spotify.com/v1/tracks/578owUVOiIoVPGdwBwQRiP,audio_features,spotify:track:578owUVOiIoVPGdwBwQRiP,0.84
4BlkYkdX6MGJNKNbFbjazE,0.086,https://api.spotify.com/v1/audio-analysis/4BlkYkdX6MGJNKNbFbjazE,0.379,273082,0.879,0.197,7,0.124,-5.851,0,0.0432,174.049,4,https://api.spotify.com/v1/tracks/4BlkYkdX6MGJNKNbFbjazE,audio_features,spotify:track:4BlkYkdX6MGJNKNbFbjazE,0.0335
7hFHegJcdgPdn50M1TD6Ln,0.00135,https://api.spotify.com/v1/audio-analysis/7hFHegJcdgPdn50M1TD6Ln,0.448,268800,0.928,0.918,2,0.051,-4.209,0,0.033,174.962,4,https://api.spotify.com/v1/tracks/7hFHegJcdgPdn50M1TD6Ln,audio_features,spotify:track:7hFHegJcdgPdn50M1TD6Ln,0.158
7lc9xHnT8A4nOknWUCmYgL,7.78e-05,https://api.spotify.com/v1/audio-analysis/7lc9xHnT8A4nOknWUCmYgL,0.613,319560,0.913,0.563,8,0.874,-5.153,1,0.0428,87.516,4,https://api.spotify.com/v1/tracks/7lc9xHnT8A4nOknWUCmYgL,audio_features,spotify:track:7lc9xHnT8A4nOknWUCmYgL,0.425
6cdfsQDoEaFCnEF4amL5rY,0.00212,https://api.spotify.com/v1/audio-analysis/6cdfsQDoEaFCnEF4amL5rY,0.528,350533,0.968,0.103,11,0.987,-5.232,0,0.0802,138.037,4,https://api.spotify.com/v1/tracks/6cdfsQDoEaFCnEF4amL5rY,audio_features,spotify:track:6cdfsQDoEaFCnEF4amL5rY,0.109
6oS51pWg0GqbddLT9DnzTI,0.000154,https://api.spotify.com/v1/audio-analysis/6oS51pWg0GqbddLT9DnzTI,0.587,267250,0.948,0.442,11,0.347,-2.564,0,0.271,175.184,4,https://api.spotify.com/v1/tracks/6oS51pWg0GqbddLT9DnzTI,audio_features,spotify:track:6oS51pWg0GqbddLT9DnzTI,0.536
5hvegt2rnsuCMhDOXkPffC,0.00107,https://api.spotify.com/v1/audio-analysis/5hvegt2rnsuCMhDOXkPffC,0.574,308360,0.918,0.528,2,0.0268,-2.71,1,0.0402,119.051,4,https://api.spotify.com/v1/tracks/5hvegt2rnsuCMhDOXkPffC,audio_features,spotify:track:5hvegt2rnsuCMhDOXkPffC,0.258
6oloDVn5pq5pzmwbPl7vQC,0.322,https://api.spotify.com/v1/audio-analysis/6oloDVn5pq5pzmwbPl7vQC,0.605,124667,0.981,0.000382,1,0.185,-4.435,1,0.303,84.331,4,https://api.spotify.com/v1/tracks/6oloDVn5pq5pzmwbPl7vQC,audio_features,spotify:track:6oloDVn5pq5pzmwbPl7vQC,0.377
3VPBqHUd17ZvEgabW9ZOUU,0.00809,https://api.spotify.com/v1/audio-analysis/3VPBqHUd17ZvEgabW9ZOUU,0.483,221625,0.923,4.06e-05,7,0.0929,-4.477,1,0.0475,176.001,4,https://api.spotify.com/v1/tracks/3VPBqHUd17ZvEgabW9ZOUU,audio_features,spotify:track:3VPBqHUd17ZvEgabW9ZOUU,0.0798
