id,acousticness,analysis_url,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
1BMirA3vwj2NLamWkJsVYq,0.959,https://api.spotify.com/v1/audio-analysis/1BMirA3vwj2NLamWkJsVYq,0.461,381520,0.131,0.885,10,0.187,-14.808,1,0.0295,65.905,4,https://api.spotify.com/v1/tracks/1BMirA3vwj2NLamWkJsVYq,audio_features,spotify:track:1BMirA3vwj2NLamWkJsVYq,0.109
1X6fhUVwt7tzy7VPScVubq,0.583,https://api.spotify.com/v1/audio-analysis/1X6fhUVwt7tzy7VPScVubq,0.304,186280,0.488,0.186,2,0.125,-11.332,1,0.0283,96.8,4,https://api.spotify.com/v1/tracks/1X6fhUVwt7tzy7VPScVubq,audio_features,spotify:track:1X6fhUVwt7tzy7VPScVubq,0.536
3Ck8xIzxTvJqN42l7TsOa1,0.373,https://api.spotify.com/v1/audio-analysis/3Ck8xIzxTvJqN42l7TsOa1,0.564,354760,0.631,0.0,8,0.74,-8.031,1,0.0872,144.973,4,https://api.spotify.com/v1/tracks/3Ck8xIzxTvJqN42l7TsOa1,audio_features,spotify:track:3Ck8xIzxTvJqN42l7TsOa1,0.568
2JR1WeETsXmFR1kRC2oXXq,0.99,https://api.spotify.com/v1/audio-analysis/2JR1WeETsXmFR1kRC2oXXq,0.326,168667,0.0575,0.887,4,0.281,-16.5,1,0.0393,127.397,5,https://api.spotify.com/v1/tracks/2JR1WeETsXmFR1kRC2oXXq,audio_features,spotify:track:2JR1WeETsXmFR1kRC2oXXq,0.301
0qCuFPwPAjHFg50wSxNWpU,0.569,https://api.spotify.com/v1/audio-analysis/0qCuFPwPAjHFg50wSxNWpU,0.438,381773,0.714,0.0768,4,0.106,-9.341,0,0.0359,124.197,4,https://api.spotify.com/v1/tracks/0qCuFPwPAjHFg50wSxNWpU,audio_features,spotify:track:0qCuFPwPAjHFg50wSxNWpU,0.44
44YS5E6qhYW9KPaRbUj2Fc,0.924,https://api.spotify.com/v1/audio-analysis/44YS5E6qhYW9KPaRbUj2Fc,0.776,173314,0.372,0.711,0,0.0807,-8.604,1,0.0521,105.342,4,https://api.spotify.com/v1/tracks/44YS5E6qhYW9KPaRbUj2Fc,audio_features,spotify:track:44YS5E6qhYW9KPaRbUj2Fc,0.857
0T1EaGm6b9eM7xBf4F1hlc,0.718,https://api.spotify.com/v1/audio-analysis/0T1EaGm6b9eM7xBf4F1hlc,0.468,477093,0.459,0.00323,0,0.0944,-9.706,0,0.0305,124.346,4,https://api.spotify.com/v1/tracks/0T1EaGm6b9eM7xBf4F1hlc,audio_features,spotify:track:0T1EaGm6b9eM7xBf4F1hlc,0.179
1czzmAtPTw287TyMQEfCfg,0.9,https://api.spotify.com/v1/audio-analysis/1czzmAtPTw287TyMQEfCfg,0.412,372493,0.195,0.709,8,0.106,-10.288,1,0.0331,133.918,4,https://api.spotify.com/v1/tracks/1czzmAtPTw287TyMQEfCfg,audio_features,spotify:track:1czzmAtPTw287TyMQEfCfg,0.0778
2YsxdgfdysICWS4Mrn25hd,0.873,https://api.spotify.com/v1/audio-analysis/2YsxdgfdysICWS4Mrn25hd,0.642,166960,0.196,0.00366,0,0.0907,-17.25,1,0.0359,119.619,4,https://api.spotify.com/v1/tracks/2YsxdgfdysICWS4Mrn25hd,audio_features,spotify:track:2YsxdgfdysICWS4Mrn25hd,0.258
1ASqQDG45adRth1NuejqqG,0.222,https://api.spotify.com/v1/audio-analysis/1ASqQDG45adRth1NuejqqG,0.532,157773,0.482,0.0,0,0.0696,-7.944,1,0.0381,172.604,4,https://api.spotify.com/v1/tracks/1ASqQDG45adRth1NuejqqG,audio_features,spotify:track:1ASqQDG45adRth1NuejqqG,0.575
6vT6GhO6th2JE3NBQRlhKL,0.367,https://api.spotify.com/v1/audio-analysis/6vT6GhO6th2JE3NBQRlhKL,0.406,579160,0.289,0.897,1,0.0861,-15.662,1,0.0399,156.708,3,https://api.spotify.com/v1/tracks/6vT6GhO6th2JE3NBQRlhKL,audio_features,spotify:track:6vT6GhO6th2JE3NBQRlhKL,0.508
7I6HMnh8wWVkxbBIVFovSR,0.469,https://api.spotify.com/v1/audio-analysis/7I6HMnh8wWVkxbBIVFovSR,0.503,698067,0.626,0.828,5,0.394,-18.596,0,0.115,120.86,3,https://api.spotify.com/v1/tracks/7I6HMnh8wWVkxbBIVFovSR,audio_features,spotify:track:7I6HMnh8wWVkxbBIVFovSR,0.666
4UbVqawutexP8Ymbw7ieRE,0.844,https://api.spotify.com/v1/audio-analysis/4UbVqawutexP8Ymbw7ieRE,0.445,368333,0.462,0.2,7,0.963,-12.437,1,0.0318,101.117,4,https://api.spotify.com/v1/tracks/4UbVqawutexP8Ymbw7ieRE,audio_features,spotify:track:4UbVqawutexP8Ymbw7ieRE,0.471
3oVxiRYsdchd7Avi3Xx0Bu,0.776,https://api.spotify.com/v1/audio-analysis/3oVxiRYsdchd7Avi3Xx0Bu,0.459,450933,0.623,0.89,7,0.27,-8.286,1,0.0682,79.7,4,https://api.spotify.com/v1/tracks/3oVxiRYsdchd7Avi3Xx0Bu,audio_features,spotify:track:3oVxiRYsdchd7Avi3Xx0Bu,0.271
7v8xuRx4WC8BBGp4SNE0Xx,0.903,https://api.spotify.com/v1/audio-analysis/7v8xuRx4WC8BBGp4SNE0Xx,0.499,251533,0.306,0.713,7,0.0561,-19.867,0,0.0413,92.848,4,https://api.spotify.com/v1/tracks/7v8xuRx4WC8BBGp4SNE0Xx,audio_features,spotify:track:7v8xuRx4WC8BBGp4SNE0Xx,0.822
7yzM0pEseQUpb6BMViOPEA,0.635,https://api.spotify.com/v1/audio-analysis/7yzM0pEseQUpb6BMViOPEA,0.522,251600,0.379,0.925,4,0.114,-14.096,0,0.0286,133.698,3,https://api.spotify.com/v1/tracks/7yzM0pEseQUpb6BMViOPEA,audio_features,spotify:track:7yzM0pEseQUpb6BMViOPEA,0.454
7hjfcGgarfTZkIvZa43C7e,0.809,https://api.spotify.com/v1/audio-analysis/7hjfcGgarfTZkIvZa43C7e,0.766,331535,0.601,0.806,9,0.0928,-13.247,0,0.0375,136.083,4,https://api.spotify.com/v1/tracks/7hjfcGgarfTZkIvZa43C7e,audio_features,spotify:track:7hjfcGgarfTZkIvZa43C7e,0.892
3Us7ZYk1MxPMvQu5mnI0Zw,0.853,https://api.spotify.com/v1/audio-analysis/3Us7ZYk1MxPMvQu5mnI0Zw,0.479,458773,0.435,0.779,3,0.11,-12.112,1,0.0404,139.786,4,https://api.spotify.com/v1/tracks/3Us7ZYk1MxPMvQu5mnI0Zw,audio_features,spotify:track:3Us7ZYk1MxPMvQu5mnI0Zw,0.602
29axpCDY8Gf5cJOZ8rG6AS,0.958,https://api.spotify.com/v1/audio-analysis/29axpCDY8Gf5cJOZ8rG6AS,0.385,257000,0.172,0.943,6,0.107,-20.744,0,0.0353,109.065,5,https://api.spotify.com/v1/tracks/29axpCDY8Gf5cJOZ8rG6AS,audio_features,spotify:track:29axpCDY8Gf5cJOZ8rG6AS,0.734
6ZgaUtMlUzUf7SqbUUnfbu,0.798,https://api.spotify.com/v1/audio-analysis/6ZgaUtMlUzUf7SqbUUnfbu,0.506,644013,0.493,0.00355,8,0.307,-7.759,1,0.0427,134.77,4,https://api.spotify.com/v1/tracks/6ZgaUtMlUzUf7SqbUUnfbu,audio_features,spotify:track:6ZgaUtMlUzUf7SqbUUnfbu,0.584
6l2rEIbe62N5aGTwASmzTT,0.471,https://api.spotify.com/v1/audio-analysis/6l2rEIbe62N5aGTwASmzTT,0.658,375000,0.176,0.000523,8,0.0784,-17.306,1,0.0544,123.926,4,https://api.spotify.com/v1/tracks/6l2rEIbe62N5aGTwASmzTT,audio_features,spotify:track:6l2rEIbe62N5aGTwASmzTT,0.521
3QuSHJUfvuOyeKMS32Wckj,0.736,https://api.spotify.com/v1/audio-analysis/3QuSHJUfvuOyeKMS32Wckj,0.509,403360,0.224,0.301,0,0.327,-11.123,1,0.0327,112.355,4,https://api.spotify.com/v1/tracks/3QuSHJUfvuOyeKMS32Wckj,audio_features,spotify:track:3QuSHJUfvuOyeKMS32Wckj,0.17
5vfQK8G9uaH0RJiG0yaMrX,0.945,https://api.spotify.com/v1/audio-analysis/5vfQK8G9uaH0RJiG0yaMrX,0.708,166827,0.163,0.902,0,0.108,-20.238,1,0.0871,106.314,4,https://api.spotify.com/v1/tracks/5vfQK8G9uaH0RJiG0yaMrX,audio_features,spotify:track:5vfQK8G9uaH0RJiG0yaMrX,0.876
2xm9ihELo6xwrRKrBbPql9,0.976,https://api.spotify.com/v1/audio-analysis/2xm9ihELo6xwrRKrBbPql9,0.659,182360,0.113,0.88,10,0.179,-16.756,0,0.0569,95.063,4,https://api.spotify.com/v1/tracks/2xm9ihELo6xwrRKrBbPql9,audio_features,spotify:track:2xm9ihELo6xwrRKrBbPql9,0.738
0shGCs5AkhwJIgUb0SSz2B,0.855,https://api.spotify.com/v1/audio-analysis/0shGCs5AkhwJIgUb0SSz2B,0.589,201200,0.369,0.0,5,0.352,-8.678,0,0.0321,132.953,4,https://api.spotify.com/v1/tracks/0shGCs5AkhwJIgUb0SSz2B,audio_features,spotify:track:0shGCs5AkhwJIgUb0SSz2B,0.529
0V8x3DYx47gwmiy6g8pKEp,0.995,https://api.spotify.com/v1/audio-analysis/0V8x3DYx47gwmiy6g8pKEp,0.375,319827,0.248,0.916,5,0.128,-17.894,1,0.0373,134.538,4,https://api.spotify.com/v1/tracks/0V8x3DYx47gwmiy6g8pKEp,audio_features,spotify:track:0V8x3DYx47gwmiy6g8pKEp,0.262
5GVMAnMTX3miLXxC3pTXJq,0.0483,https://api.spotify.com/v1/audio-analysis/5GVMAnMTX3miLXxC3pTXJq,0.466,273293,0.517,0.813,2,0.0999,-11.768,1,0.0354,113.06,4,https://api.spotify.com/v1/tracks/5GVMAnMTX3miLXxC3pTXJq,audio_features,spotify:track:5GVMAnMTX3miLXxC3pTXJq,0.44
10TiIsRhDW0795Msycgs8E,0.888,https://api.spotify.com/v1/audio-analysis/10TiIsRhDW0795Msycgs8E,0.341,550333,0.404,0.861,1,0.111,-11.24,1,0.0347,86.565,3,https://api.spotify.com/v1/tracks/10TiIsRhDW0795Msycgs8E,audio_features,spotify:track:10TiIsRhDW0795Msycgs8E,0.272
4LbJFM4QRgvKoYU7nzj3Dx,0.463,https://api.spotify.com/v1/audio-analysis/4LbJFM4QRgvKoYU7nzj3Dx,0.362,529600,0.411,0.819,8,0.133,-14.9,1,0.042,81.801,4,https://api.spotify.com/v1/tracks/4LbJFM4QRgvKoYU7nzj3Dx,audio_features,spotify:track:4LbJFM4QRgvKoYU7nzj3Dx,0.592
5RYXVImRSNAEQ4zKmuKTam,0.805,https://api.spotify.com/v1/audio-analysis/5RYXVImRSNAEQ4zKmuKTam,0.391,275389,0.513,0.914,10,0.131,-13.444,0,0.0328,92.732,3,https://api.spotify.com/v1/tracks/5RYXVImRSNAEQ4zKmuKTam,audio_features,spotify:track:5RYXVImRSNAEQ4zKmuKTam,0.474
1N8kgdsicbNkQE0QettJvg,0.959,https://api.spotify.com/v1/audio-analysis/1N8kgdsicbNkQE0QettJvg,0.392,376546,0.119,0.682,5,0.0972,-18.487,1,0.039,103.886,4,https://api.spotify.com/v1/tracks/1N8kgdsicbNkQE0QettJvg,audio_features,spotify:track:1N8kgdsicbNkQE0QettJvg,0.179
5ITJ5LkUkxc9ysYRJX4XH3,0.8,https://api.spotify.com/v1/audio-analysis/5ITJ5LkUkxc9ysYRJX4XH3,0.635,237948,0.508,0.000165,0,0.143,-8.716,0,0.0352,103.797,4,https://api.spotify.com/v1/tracks/5ITJ5LkUkxc9ysYRJX4XH3,audio_features,spotify:track:5ITJ5LkUkxc9ysYRJX4XH3,0.817
5EyC753PepQXw6YEvnxTrF,0.823,https://api.spotify.com/v1/audio-analysis/5EyC753PepQXw6YEvnxTrF,0.341,566427,0.368,0.0471,4,0.0536,-13.505,0,0.0307,155.898,3,https://api.spotify.com/v1/tracks/5EyC753PepQXw6YEvnxTrF,audio_features,spotify:track:5EyC753PepQXw6YEvnxTrF,0.304
0mhHQyfZS1vrjuoQd95zbT,0.665,https://api.spotify.com/v1/audio-analysis/0mhHQyfZS1vrjuoQd95zbT,0.565,422333,0.431,8.37e-05,10,0.119,-15.405,0,0.0614,79.853,3,https://api.spotify.com/v1/tracks/0mhHQyfZS1vrjuoQd95zbT,audio_features,spotify:track:0mhHQyfZS1vrjuoQd95zbT,0.71
1wl5b2lw3YagQtZiYZbQWP,0.907,https://api.spotify.com/v1/audio-analysis/1wl5b2lw3YagQtZiYZbQWP,0.542,193840,0.32,0.649,8,0.0609,-9.975,1,0.0387,116.648,4,https://api.spotify.com/v1/tracks/1wl5b2lw3YagQtZiYZbQWP,audio_features,spotify:track:1wl5b2lw3YagQtZiYZbQWP,0.206
1EUppC8KjHBgyLKb06OlA1,0.992,https://api.spotify.com/v1/audio-analysis/1EUppC8KjHBgyLKb06OlA1,0.397,220173,0.126,0.95,9,0.0995,-22.865,0,0.0405,102.641,4,https://api.spotify.com/v1/tracks/1EUppC8KjHBgyLKb06OlA1,audio_features,spotify:track:1EUppC8KjHBgyLKb06OlA1,0.318
18p1V9h39BkNj49Wa0uFES,0.102,https://api.spotify.com/v1/audio-analysis/18p1V9h39BkNj49Wa0uFES,0.454,471813,0.561,0.352,11,0.262,-11.527,0,0.0789,115.354,4,https://api.spotify.com/v1/tracks/18p1V9h39BkNj49Wa0uFES,audio_features,spotify:track:18p1V9h39BkNj49Wa0uFES,0.718
2iHJLCaBQdymf5Rzd4fXUo,0.449,https://api.spotify.com/v1/audio-analysis/2iHJLCaBQdymf5Rzd4fXUo,0.493,505213,0.508,0.838,2,0.0488,-11.359,1,0.0879,134.273,3,https://api.spotify.com/v1/tracks/2iHJLCaBQdymf5Rzd4fXUo,audio_features,spotify:track:2iHJLCaBQdymf5Rzd4fXUo,0.534
5DzwNsYMbq5C56xNOUoRbI,0.608,https://api.spotify.com/v1/audio-analysis/5DzwNsYMbq5C56xNOUoRbI,0.435,174280,0.491,0.0308,0,0.0947,-10.349,0,0.0453,174.143,4,https://api.spotify.com/v1/tracks/5DzwNsYMbq5C56xNOUoRbI,audio_features,spotify:track:5DzwNsYMbq5C56xNOUoRbI,0.82
65XhQCGWUESjTXw3YlEEqm,0.935,https://api.spotify.com/v1/audio-analysis/65XhQCGWUESjTXw3YlEEqm,0.325,525027,0.388,0.709,1,0.111,-11.37,1,0.031,110.614,3,https://api.spotify.com/v1/tracks/65XhQCGWUESjTXw3YlEEqm,audio_features,spotify:track:65XhQCGWUESjTXw3YlEEqm,0.402
4JpLVWSzaaQlgAET15YZb3,0.691,https://api.spotify.com/v1/audio-analysis/4JpLVWSzaaQlgAET15YZb3,0.514,164227,0.229,0.0,8,0.106,-13.663,1,0.0414,101.985,4,https://api.spotify.com/v1/tracks/4JpLVWSzaaQlgAET15YZb3,audio_features,spotify:track:4JpLVWSzaaQlgAET15YZb3,0.296
0S78qezX3QdsGDp3LPhV7T,0.103,https://api.spotify.com/v1/audio-analysis/0S78qezX3QdsGDp3LPhV7T,0.292,735733,0.754,0.852,9,0.105,-8.886,0,0.0651,116.994,4,https://api.spotify.com/v1/tracks/0S78qezX3QdsGDp3LPhV7T,audio_features,spotify:track:0S78qezX3QdsGDp3LPhV7T,0.37
3xyWojY10M9NSgnW0FZCbI,0.951,https://api.spotify.com/v1/audio-analysis/3xyWojY10M9NSgnW0FZCbI,0.582,465107,0.234,0.617,3,0.135,-10.15,1,0.0386,91.775,4,https://api.spotify.com/v1/tracks/3xyWojY10M9NSgnW0FZCbI,audio_features,spotify:track:3xyWojY10M9NSgnW0FZCbI,0.336
60p18YXhrzLNrAaUXL8Bu6,0.974,https://api.spotify.com/v1/audio-analysis/60p18YXhrzLNrAaUXL8Bu6,0.376,325787,0.111,0.849,2,0.0874,-20.011,0,0.0531,63.963,4,https://api.spotify.com/v1/tracks/60p18YXhrzLNrAaUXL8Bu6,audio_features,spotify:track:60p18YXhrzLNrAaUXL8Bu6,0.107
5nfWH9Vn6PIaUnf2a9VthM,0.989,https://api.spotify.com/v1/audio-analysis/5nfWH9Vn6PIaUnf2a9VthM,0.414,235093,0.0955,0.93,4,0.105,-24.138,1,0.0417,81.042,4,https://api.spotify.com/v1/tracks/5nfWH9Vn6PIaUnf2a9VthM,audio_features,spotify:track:5nfWH9Vn6PIaUnf2a9VthM,0.194
16QhvfPMBLpo7sFqOqTff3,0.936,https://api.spotify.com/v1/audio-analysis/16QhvfPMBLpo7sFqOqTff3,0.445,288867,0.181,0.679,7,0.146,-11.747,0,0.0382,118.526,4,https://api.spotify.com/v1/tracks/16QhvfPMBLpo7sFqOqTff3,audio_features,spotify:track:16QhvfPMBLpo7sFqOqTff3,0.29
3ETaHTY7ACGLqjhYskQ2Hj,0.989,https://api.spotify.com/v1/audio-analysis/3ETaHTY7ACGLqjhYskQ2Hj,0.388,291040,0.0374,0.859,6,0.649,-25.743,0,0.071,176.675,3,https://api.spotify.com/v1/tracks/3ETaHTY7ACGLqjhYskQ2Hj,audio_features,spotify:track:3ETaHTY7ACGLqjhYskQ2Hj,0.0722
5W929NhWXCHdFY8J5U38rU,0.873,https://api.spotify.com/v1/audio-analysis/5W929NhWXCHdFY8J5U38rU,0.559,352267,0.13,0.154,1,0.116,-21.254,1,0.0317,87.018,3,https://api.spotify.com/v1/tracks/5W929NhWXCHdFY8J5U38rU,audio_features,spotify:track:5W929NhWXCHdFY8J5U38rU,0.181
4mIgA9Ib0aWjwUzNGUCNzO,0.792,https://api.spotify.com/v1/audio-analysis/4mIgA9Ib0aWjwUzNGUCNzO,0.373,439893,0.603,0.0369,1,0.111,-12.506,1,0.0584,166.253,4,https://api.spotify.com/v1/tracks/4mIgA9Ib0aWjwUzNGUCNzO,audio_features,spotify:track:4mIgA9Ib0aWjwUzNGUCNzO,0.559
0XsbCr34semDxq0ZX84BCh,0.985,https://api.spotify.com/v1/audio-analysis/0XsbCr34semDxq0ZX84BCh,0.632,180930,0.134,0.00126,8,0.285,-17.029,1,0.0532,89.088,4,https://api.spotify.com/v1/tracks/0XsbCr34semDxq0ZX84BCh,audio_features,spotify:track:0XsbCr34semDxq0ZX84BCh,0.618
7flQESHoCoDzirWF4IkKGq,0.982,https://api.spotify.com/v1/audio-analysis/7flQESHoCoDzirWF4IkKGq,0.417,161427,0.397,0.804,5,0.185,-11.683,1,0.0558,201.162,4,https://api.spotify.com/v1/tracks/7flQESHoCoDzirWF4IkKGq,audio_features,spotify:track:7flQESHoCoDzirWF4IkKGq,0.737
4Vs4N5YF0kGubJBctvFJ4E,0.113,https://api.spotify.com/v1/audio-analysis/4Vs4N5YF0kGubJBctvFJ4E,0.624,219387,0.728,0.00147,10,0.0294,-7.885,0,0.113,99.588,4,https://api.spotify.com/v1/tracks/4Vs4N5YF0kGubJBctvFJ4E,audio_features,spotify:track:4Vs4N5YF0kGubJBctvFJ4E,0.901
34IQaMgUdIciIpNWN5CUbl,0.873,https://api.spotify.com/v1/audio-analysis/34IQaMgUdIciIpNWN5CUbl,0.177,179000,0.105,0.000395,0,0.0986,-14.362,1,0.0357,68.903,5,https://api.spotify.com/v1/tracks/34IQaMgUdIciIpNWN5CUbl,audio_features,spotify:track:34IQaMgUdIciIpNWN5CUbl,0.0917
7CnOzCWGrTINcDExG6u99y,0.837,https://api.spotify.com/v1/audio-analysis/7CnOzCWGrTINcDExG6u99y,0.58,563613,0.48,0.00432,7,0.171,-7.682,0,0.0339,108.892,4,https://api.spotify.com/v1/tracks/7CnOzCWGrTINcDExG6u99y,audio_features,spotify:track:7CnOzCWGrTINcDExG6u99y,0.48
6Bbn9JXOc660jRCtzyzxll,0.942,https://api.spotify.com/v1/audio-analysis/6Bbn9JXOc660jRCtzyzxll,0.561,220160,0.0586,0.00425,0,0.132,-23.475,1,0.0524,106.377,3,https://api.spotify.com/v1/tracks/6Bbn9JXOc660jRCtzyzxll,audio_features,spotify:track:6Bbn9JXOc660jRCtzyzxll,0.32
6awA4ClWPPA35LFIwX5Pkh,0.56,https://api.spotify.com/v1/audio-analysis/6awA4ClWPPA35LFIwX5Pkh,0.331,312987,0.609,0.884,9,0.711,-7.795,0,0.0459,81.18,3,https://api.spotify.com/v1/tracks/6awA4ClWPPA35LFIwX5Pkh,audio_features,spotify:track:6awA4ClWPPA35LFIwX5Pkh,0.413
4d3XHYFFuYYzxWr2cJ6yQl,0.876,https://api.spotify.com/v1/audio-analysis/4d3XHYFFuYYzxWr2cJ6yQl,0.487,349600,0.145,0.822,5,0.149,-18.67,1,0.0522,110.134,4,https://api.spotify.com/v1/tracks/4d3XHYFFuYYzxWr2cJ6yQl,audio_features,spotify:track:4d3XHYFFuYYzxWr2cJ6yQl,0.142
40PNr2dXdU6WNceoM9Wtiu,0.889,https://api.spotify.com/v1/audio-analysis/40PNr2dXdU6WNceoM9Wtiu,0.353,498907,0.288,0.561,2,0.0868,-13.858,1,0.0465,131.924,4,https://api.spotify.com/v1/tracks/40PNr2dXdU6WNceoM9Wtiu,audio_features,spotify:track:40PNr2dXdU6WNceoM9Wtiu,0.0484
1N8rs8JCTO0J6itg8OV24o,0.646,https://api.spotify.com/v1/audio-analysis/1N8rs8JCTO0J6itg8OV24o,0.347,228240,0.437,0.0653,4,0.258,-11.769,0,0.0468,126.405,4,https://api.spotify.com/v1/tracks/1N8rs8JCTO0J6itg8OV24o,audio_features,spotify:track:1N8rs8JCTO0J6itg8OV24o,0.359
6GuUOebDE9IgP8xFtQs5DW,0.946,https://api.spotify.com/v1/audio-analysis/6GuUOebDE9IgP8xFtQs5DW,0.467,313987,0.179,0.773,3,0.135,-12.235,1,0.0486,140.474,3,https://api.spotify.com/v1/tracks/6GuUOebDE9IgP8xFtQs5DW,audio_features,spotify:track:6GuUOebDE9IgP8xFtQs5DW,0.305
6i7BrJ729QLUemr0i4rLU2,0.16,https://api.spotify.com/v1/audio-analysis/6i7BrJ729QLUemr0i4rLU2,0.481,401966,0.678,0.00324,7,0.191,-9.609,1,0.0323,89.224,4,https://api.spotify.com/v1/tracks/6i7BrJ729QLUemr0i4rLU2,audio_features,spotify:track:6i7BrJ729QLUemr0i4rLU2,0.579
5z15cDqIrx3pGlxjplr5PV,0.878,https://api.spotify.com/v1/audio-analysis/5z15cDqIrx3pGlxjplr5PV,0.509,351307,0.52,0.893,5,0.711,-14.876,0,0.0978,104.211,4,https://api.spotify.com/v1/tracks/5z15cDqIrx3pGlxjplr5PV,audio_features,spotify:track:5z15cDqIrx3pGlxjplr5PV,0.707
0xOwnhjdm8f79hoVEMFY93,0.995,https://api.spotify.com/v1/audio-analysis/0xOwnhjdm8f79hoVEMFY93,0.489,236427,0.0976,0.879,2,0.128,-18.428,0,0.0385,86.319,4,https://api.spotify.com/v1/tracks/0xOwnhjdm8f79hoVEMFY93,audio_features,spotify:track:0xOwnhjdm8f79hoVEMFY93,0.639
6GyMbU9ZWqHRqGJAUiIRP5,0.915,https://api.spotify.com/v1/audio-analysis/6GyMbU9ZWqHRqGJAUiIRP5,0.381,175520,0.434,0.629,10,0.112,-7.341,1,0.0336,89.314,4,https://api.spotify.com/v1/tracks/6GyMbU9ZWqHRqGJAUiIRP5,audio_features,spotify:track:6GyMbU9ZWqHRqGJAUiIRP5,0.263
41CHb7F7SXcmkj0h8wekeF,0.98,https://api.spotify.com/v1/audio-analysis/41CHb7F7SXcmkj0h8wekeF,0.484,190800,0.0823,2.47e-06,7,0.159,-11.273,0,0.0364,127.089,3,https://api.spotify.com/v1/tracks/41CHb7F7SXcmkj0h8wekeF,audio_features,spotify:track:41CHb7F7SXcmkj0h8wekeF,0.191
2plqXe2wauMgMHQLSDwWBD,0.00861,https://api.spotify.com/v1/audio-analysis/2plqXe2wauMgMHQLSDwWBD,0.709,340640,0.934,0.195,7,0.386,-5.46,1,0.0357,119.973,4,https://api.spotify.com/v1/tracks/2plqXe2wauMgMHQLSDwWBD,audio_features,spotify:track:2plqXe2wauMgMHQLSDwWBD,0.918
7pR9ESwH8E0Y8z79PflnZY,0.367,https://api.spotify.com/v1/audio-analysis/7pR9ESwH8E0Y8z79PflnZY,0.502,329760,0.409,0.544,11,0.102,-13.494,1,0.0592,121.873,3,https://api.spotify.com/v1/tracks/7pR9ESwH8E0Y8z79PflnZY,audio_features,spotify:track:7pR9ESwH8E0Y8z79PflnZY,0.369
7KUJeTrpC3Lwo0Nm79P4Ju,0.0294,https://api.spotify.com/v1/audio-analysis/7KUJeTrpC3Lwo0Nm79P4Ju,0.597,203760,0.731,0.782,10,0.0829,-6.1,0,0.0336,90.009,4,https://api.spotify.com/v1/tracks/7KUJeTrpC3Lwo0Nm79P4Ju,audio_features,spotify:track:7KUJeTrpC3Lwo0Nm79P4Ju,0.464
3NSPDDfM9xGG0mx2bOq11W,0.684,https://api.spotify.com/v1/audio-analysis/3NSPDDfM9xGG0mx2bOq11W,0.674,213467,0.197,0.0485,4,0.0849,-19.232,0,0.0377,90.043,4,https://api.spotify.com/v1/tracks/3NSPDDfM9xGG0mx2bOq11W,audio_features,spotify:track:3NSPDDfM9xGG0mx2bOq11W,0.237
2V9ZGEAaTrNaQuck6WBxPG,0.632,https://api.spotify.com/v1/audio-analysis/2V9ZGEAaTrNaQuck6WBxPG,0.506,135453,0.581,0.913,3,0.0982,-6.568,1,0.0451,75.432,4,https://api.spotify.com/v1/tracks/2V9ZGEAaTrNaQuck6WBxPG,audio_features,spotify:track:2V9ZGEAaTrNaQuck6WBxPG,0.693
267lVml7gJ9xefwgO6E2Ag,0.711,https://api.spotify.com/v1/audio-analysis/267lVml7gJ9xefwgO6E2Ag,0.324,1094733,0.394,0.00206,7,0.19,-11.385,1,0.0298,129.859,4,https://api.spotify.com/v1/tracks/267lVml7gJ9xefwgO6E2Ag,audio_features,spotify:track:267lVml7gJ9xefwgO6E2Ag,0.221
7sJaYRSgreqX7vtNozmoTg,0.952,https://api.spotify.com/v1/audio-analysis/7sJaYRSgreqX7vtNozmoTg,0.291,274240,0.19,0.00024,1,0.181,-12.327,0,0.0379,76.158,4,https://api.spotify.com/v1/tracks/7sJaYRSgreqX7vtNozmoTg,audio_features,spotify:track:7sJaYRSgreqX7vtNozmoTg,0.149
0Cvjlph1WGbwZY1PlMEtJY,0.904,https://api.spotify.com/v1/audio-analysis/0Cvjlph1WGbwZY1PlMEtJY,0.363,198147,0.129,1.52e-06,0,0.157,-14.304,1,0.0322,80.367,3,https://api.spotify.com/v1/tracks/0Cvjlph1WGbwZY1PlMEtJY,audio_features,spotify:track:0Cvjlph1WGbwZY1PlMEtJY,0.147
5zMXjQ2PmSjW42mT5w93zs,0.163,https://api.spotify.com/v1/audio-analysis/5zMXjQ2PmSjW42mT5w93zs,0.43,364387,0.675,0.891,10,0.685,-10.513,0,0.306,202.523,4,https://api.spotify.com/v1/tracks/5zMXjQ2PmSjW42mT5w93zs,audio_features,spotify:track:5zMXjQ2PmSjW42mT5w93zs,0.645
6t65MC0hBqIXyiuaIL4JtT,0.261,https://api.spotify.com/v1/audio-analysis/6t65MC0hBqIXyiuaIL4JtT,0.453,251668,0.528,0.745,8,0.107,-8.627,1,0.053,152.143,4,https://api.spotify.com/v1/tracks/6t65MC0hBqIXyiuaIL4JtT,audio_features,spotify:track:6t65MC0hBqIXyiuaIL4JtT,0.565
0WPHL9IRv1Nm4xu21qxgnw,0.978,https://api.spotify.com/v1/audio-analysis/0WPHL9IRv1Nm4xu21qxgnw,0.514,323200,0.0814,0.00873,0,0.219,-17.149,0,0.0361,64.97,3,https://api.spotify.com/v1/tracks/0WPHL9IRv1Nm4xu21qxgnw,audio_features,spotify:track:0WPHL9IRv1Nm4xu21qxgnw,0.232
